
="",="(1)"
="",="ranked2017"

="academicquality",="-0.183"
="",="(-1.14)"

="athleticquality",="0.412*"
="",="(2.53)"

="nearbigmarket",="0.356***"
="",="(3.84)"

="_cons",="0.200"
="",="(1.54)"

="N",="100"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
